,date,Open,High,Low,Close,c2c,Parkinson,GarmanKlass,YangZhang,kurtosis,HodgesTompkins,skew,RogersSatchell
0,01/17/2023,18531.2,18630.85,18448.8,18618.1,0.14458892934730144,0.1464859676114962,0.1971355954192282,0.15272946329946602,-0.7563487693850075,0.14520463901224004,0.10572769240708937,0.1396019614251487
1,01/16/2023,18763.1,18794.85,18461.05,18506.25,0.14181283703955042,0.1463276767111229,0.1968807326104187,0.15477068315232484,-0.5306639593859506,0.1424167251433753,0.24158533031713642,0.1394260920675758
2,01/13/2023,18567.15,18682.45,18453.9,18646.2,0.14505886906941173,0.14294243195579479,0.19154327066152163,0.15183127640390218,-0.7474760335893451,0.14567657990020824,0.03591769847582616,0.137935138193413
3,01/12/2023,18571.1,18632.35,18411.55,18540.05,0.14338020042676844,0.142100513973905,0.1904453995025846,0.15212142518615668,-0.6032409609167391,0.14399076290594376,0.21014754962333684,0.13680238761271657
4,01/11/2023,18485.8,18608.95,18347.3,18566.6,0.14866353188686876,0.1438162888702669,0.1935989198410451,0.15250952352476704,-0.7983141274629566,0.14929659261855718,0.29540709847486457,0.13647582657587268
5,01/10/2023,18758.2,18771.6,18412.4,18474.05,0.1474716646733568,0.14092426519355353,0.1903867407044804,0.1492733758525831,-0.7124692307618907,0.1480996500222618,0.32199594887869004,0.13204646095126235
6,01/09/2023,18687.6,18805.1,18608.05,18731.55,0.1433195307541738,0.13520947074146566,0.18162175654664373,0.14590791055061175,-0.6830646682503113,0.14392983488090158,0.15145588899660536,0.1288256187007269
7,01/06/2023,18808.65,18816.45,18500.1,18603.75,0.1403408013951442,0.13531757793523863,0.18219509370849415,0.14560080515994747,-0.46325046765650435,0.14093842106211513,0.21965783168848274,0.12813399930439592
8,01/05/2023,19042.15,19045.2,18670.15,18782.2,0.13743395111829443,0.13174028563575008,0.17708307029204529,0.14353780068412925,-0.28942913343745713,0.13801919241149865,0.09433697158936653,0.12534316552617314
9,01/04/2023,19172.6,19257.05,18966.75,19007.0,0.13375145650354725,0.125973036097806,0.16892521488352918,0.13843413571012642,-0.09398193940658342,0.1343210164611498,-0.09892708573552497,0.12010964160097906
10,01/03/2023,19041.55,19219.55,19041.55,19196.05,0.12956634675577003,0.12311209341033913,0.16505373434289053,0.13605554244171034,0.26477053554416674,0.130118085068713,-0.15748227420549746,0.1174933401523492
11,01/02/2023,18982.5,19123.5,18937.15,19074.45,0.12758651013619543,0.12185925878304157,0.16297991555976846,0.13693633967463356,0.44863635546979364,0.1281298176201173,-0.006994207961121609,0.11706112036700848
12,12/30/2022,19161.95,19166.7,18922.3,18981.2,0.12649967545763555,0.1212719731835702,0.16202431811094173,0.13780543667347603,0.5732740191009512,0.12703835482363166,0.02776679066028281,0.1177615966767658
13,12/29/2022,18903.15,19179.15,18796.95,19090.6,0.12674087297342043,0.11868044801230518,0.15798726138923389,0.13686846136405337,0.546961676579027,0.12728057944185306,0.03261781116825773,0.1162376954777522
14,12/28/2022,18956.3,19042.6,18940.55,18982.85,0.12462028906008164,0.11238043729697625,0.1504366745637755,0.13345353711313362,0.8105147387985561,0.12515096534884113,0.11205810743599602,0.10930880526613039
15,12/27/2022,19002.05,19036.85,18838.3,19011.2,0.12743761200272888,0.11416469598832127,0.15261726340339218,0.13490470018346554,0.4777529394479964,0.1279802854269044,-0.014028865924233707,0.11114207849177106
16,12/26/2022,18610.7,19010.65,18559.2,18928.65,0.126411171534971,0.11308732883489599,0.15162818114355792,0.1321211242670452,0.5999432401776588,0.12694947402065673,0.02997733944071792,0.10845077625160049
17,12/23/2022,18675.7,18779.25,18571.95,18595.6,0.10614272570890325,0.10257223801182619,0.1363947997017196,0.12661426676968035,0.014604415860167048,0.10659471814274249,-0.700708020694277,0.10129229240039349
18,12/22/2022,19026.15,19053.75,18787.15,18858.6,0.09588108735911614,0.10169087125424384,0.13570710566928854,0.12145529943348617,0.8029409439087175,0.09628938218803784,-0.7523895687249412,0.09918729595863475
19,12/21/2022,19283.4,19329.0,18839.0,18925.2,0.10419122465697495,0.10023370526441161,0.13391985770108006,0.1189655871570494,0.5775891906574488,0.10463490692443952,-0.6004083804251065,0.09744015692041043
20,12/20/2022,19149.5,19245.95,19068.15,19222.3,0.08901432094810606,0.084969114067365,0.11098554408715304,0.11041522963200866,0.477806867558119,0.08939337471088792,-0.37773114899717386,0.08799853283709094
21,12/19/2022,19153.5,19295.9,19100.2,19277.7,0.08805122160385383,0.08292641032805328,0.10851562803308899,0.10640713139730251,0.724738953630908,0.08842617415655529,-0.49873642499580867,0.08546654865390181
22,12/16/2022,19106.0,19220.35,19030.75,19111.95,0.08659600510272066,0.08120522466188476,0.10587073220306426,0.10605746130438387,0.5419070302577321,0.08696476084029685,-0.36687566584242076,0.08440099798007816
23,12/15/2022,19421.15,19477.2,19171.1,19216.0,0.08414670425266514,0.0805121462532516,0.10524058060705095,0.10398623752440446,1.051886216675699,0.08450503002017011,-0.49425970534685254,0.08382266911105306
24,12/14/2022,19465.9,19515.9,19433.6,19466.0,0.07015807051147059,0.07501316383550502,0.09667211049322372,0.10183197745219605,-0.053234791655054944,0.07045682783875944,0.3255847174344798,0.0815808693753256
25,12/13/2022,19346.25,19429.95,19336.45,19409.85,0.070373055223853,0.07708205617348593,0.09949639858022089,0.10269607436357815,-0.09984565729177361,0.0706727280303962,0.3092795275109189,0.08327265749607632
26,12/12/2022,19191.55,19357.35,19148.7,19313.8,0.07119306867124206,0.07877015150778247,0.10122558610018616,0.10499735884360305,-0.20597140842783623,0.07149623337863284,0.30230759044261896,0.08582819316212743
27,12/09/2022,19362.4,19367.85,19200.2,19290.35,0.07188297452482723,0.07698313302002231,0.09854516524758333,0.10247930735318549,-0.26295406573167657,0.07218907708993551,0.3954208550758658,0.08473322581730007
28,12/08/2022,19185.15,19312.7,19156.55,19292.4,0.10244392952332058,0.0829727375342182,0.10626266311890938,0.11580584079812524,3.3431320454767697,0.10288017120383187,1.4863237151364723,0.09002743144918834
29,12/07/2022,19247.2,19303.3,19139.45,19180.45,0.10365964565535184,0.08279061670587291,0.10545153650357607,0.11902924206604641,3.665749194246259,0.10410106427558938,1.631988497023002,0.09089607228301294
30,12/06/2022,19174.3,19256.95,19174.3,19242.3,0.10336061257287787,0.08325214440813822,0.1065312376568787,0.11961277795958666,3.708402119695351,0.10380075780683441,1.6383462034065501,0.09064331636107646
31,12/05/2022,19300.4,19319.35,19165.15,19297.3,0.1043128567380015,0.08544195943352509,0.10863966659128732,0.12298676283094989,2.9003231512284073,0.1047570569569316,1.3946252407377218,0.09572611437133124
32,12/02/2022,19232.3,19292.55,19193.0,19249.55,0.10433118868013996,0.08613844196948968,0.10946028677012078,0.12290139140239108,2.9772392444660127,0.1047754669628195,1.4325595221166998,0.0955113613808672
33,12/01/2022,19480.65,19483.05,19307.1,19369.05,0.10027219373657704,0.08907142585958934,0.11392655803432984,0.12505104035178088,3.5060181603812617,0.10069918741504816,1.5582212560517397,0.09770497141194158
34,11/30/2022,19266.7,19407.7,19197.55,19358.85,0.10097463089056997,0.08852782831956213,0.11316388361652734,0.12332235632271478,3.4449231376019718,0.10140461578936949,1.570579490070525,0.09700391150651128
35,11/29/2022,19176.45,19320.0,19176.45,19231.45,0.0997328074217917,0.08778412583126911,0.11194618496599719,0.12424655152739787,3.968282406881144,0.1001575042067963,1.685700484139995,0.09682520123555266
36,11/28/2022,19096.45,19257.6,19091.95,19200.2,0.10830957149807292,0.08851173422033229,0.11348774307489363,0.12540738527417655,1.8805155669051214,0.10877079111065155,1.3305008746116864,0.09594685121330554
37,11/25/2022,19324.9,19340.95,19165.25,19216.9,0.10924631951124143,0.09066789626050675,0.11526367172986256,0.12498272987740641,1.8016303529035136,0.1097115281208195,1.3232183433564442,0.09977271609992495
38,11/24/2022,19124.7,19318.55,19096.8,19277.0,0.10733401711686527,0.09086281334665737,0.11553218385481792,0.1275600691568982,1.8655320091998997,0.10779108248150877,1.2778616650897128,0.09996181610858818
39,11/23/2022,19069.9,19128.1,19019.75,19069.1,0.10888709339967947,0.09290076113678915,0.11947325625501895,0.12841097776121488,2.5769771329145965,0.10935077230024189,1.3738732898652735,0.0999650827072798
40,11/22/2022,18987.7,19000.4,18940.2,18973.2,0.11502500898016803,0.0926061957629926,0.11917455712585696,0.13408455463319488,1.4048618295994157,0.11551482524797248,1.182183774620684,0.09955090860793606
41,11/21/2022,18993.9,19024.4,18902.6,18949.6,0.11656065024522683,0.09486816681360206,0.12169696792294105,0.13651249449698957,0.9410261348267918,0.11705700580461496,1.0171913815163665,0.10270874595929463
42,11/18/2022,19112.45,19134.35,18971.1,19070.95,0.11320057722242369,0.09610679154710056,0.12328148926842016,0.1391112973735253,1.1693705074120604,0.113682624428853,1.103412638004511,0.10404185635478197
43,11/17/2022,19079.1,19193.4,19043.8,19077.0,0.11275145415189415,0.09713639316370384,0.12458853017118275,0.1406936947724076,1.0822559171871151,0.1132315888369671,1.0199860754558192,0.10456060408902279
44,11/16/2022,19054.0,19192.55,19013.7,19148.35,0.11059219448996789,0.09672659781569992,0.12416220478163059,0.13860408239760155,1.0425456803298319,0.1110631343006548,0.8978952022913548,0.10349935716251621
45,11/15/2022,19032.75,19118.4,18946.45,19083.6,0.11422096298623693,0.10140415273610365,0.1318217767063344,0.14078069363327747,0.3794198477611097,0.11470735534813273,0.7111466696889303,0.10558184373825143
46,11/14/2022,19028.9,19062.0,18920.25,18970.85,0.12475981344884642,0.10173184533968767,0.1320660679818107,0.15162847404863744,-0.30342315223552996,0.12529108388070553,0.6341518162771048,0.10607978657195749
